Season;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR
2007-2008;09/03/2008;Empoli;Milan;1.0;3.0;A
2007-2008;09/03/2008;Genoa;Juventus;0.0;2.0;A
2007-2008;09/03/2008;Lazio;Livorno;2.0;0.0;H
2007-2008;09/03/2008;Napoli;Roma;0.0;2.0;A
2007-2008;09/03/2008;Parma;Sampdoria;1.0;2.0;A
2007-2008;09/03/2008;Siena;Fiorentina;1.0;0.0;H
2007-2008;09/03/2008;Torino;Atalanta;1.0;0.0;H
2007-2008;09/03/2008;Catania;Cagliari;2.0;1.0;H
2007-2008;15/03/2008;Roma;Milan;2.0;1.0;H
2007-2008;15/03/2008;Udinese;Lazio;2.0;2.0;D
2007-2008;16/03/2008;Sampdoria;Catania;3.0;1.0;H
2007-2008;16/03/2008;Livorno;Parma;1.0;1.0;D
2007-2008;16/03/2008;Reggina;Siena;4.0;0.0;H
2007-2008;16/03/2008;Fiorentina;Genoa;3.0;1.0;H
2007-2008;16/03/2008;Juventus;Napoli;1.0;0.0;H
2007-2008;16/03/2008;Inter;Palermo;2.0;1.0;H
2007-2008;16/03/2008;Cagliari;Torino;3.0;0.0;H
2007-2008;16/03/2008;Atalanta;Empoli;4.0;1.0;H
2007-2008;19/03/2008;Cagliari;Atalanta;1.0;0.0;H
2007-2008;19/03/2008;Catania;Siena;0.0;0.0;D
2007-2008;19/03/2008;Empoli;Juventus;0.0;0.0;D
2007-2008;19/03/2008;Genoa;Inter;1.0;1.0;D
2007-2008;19/03/2008;Lazio;Roma;3.0;2.0;H
2007-2008;19/03/2008;Livorno;Reggina;1.0;1.0;D
2007-2008;19/03/2008;Milan;Sampdoria;1.0;2.0;A
2007-2008;19/03/2008;Napoli;Fiorentina;2.0;0.0;H
2007-2008;19/03/2008;Parma;Palermo;2.0;1.0;H
2007-2008;19/03/2008;Torino;Udinese;0.0;1.0;A
2007-2008;22/03/2008;Udinese;Livorno;2.0;0.0;H
2007-2008;22/03/2008;Torino;Milan;0.0;1.0;A
2007-2008;22/03/2008;Siena;Parma;2.0;0.0;H
2007-2008;22/03/2008;Sampdoria;Cagliari;1.0;1.0;D
2007-2008;22/03/2008;Roma;Empoli;2.0;1.0;H
2007-2008;22/03/2008;Inter;Juventus;1.0;2.0;A
2007-2008;22/03/2008;Fiorentina;Lazio;1.0;0.0;H
2007-2008;22/03/2008;Atalanta;Catania;0.0;0.0;D
2007-2008;22/03/2008;Reggina;Napoli;1.0;1.0;D
2007-2008;22/03/2008;Palermo;Genoa;2.0;3.0;A
2007-2008;29/03/2008;Cagliari;Roma;1.0;1.0;D
2007-2008;29/03/2008;Lazio;Inter;1.0;1.0;D
2007-2008;30/03/2008;Catania;Torino;1.0;2.0;A
2007-2008;30/03/2008;Empoli;Sampdoria;0.0;2.0;A
2007-2008;30/03/2008;Genoa;Reggina;2.0;0.0;H
2007-2008;30/03/2008;Livorno;Siena;0.0;0.0;D
2007-2008;30/03/2008;Milan;Atalanta;1.0;2.0;A
2007-2008;30/03/2008;Napoli;Palermo;1.0;0.0;H
2007-2008;30/03/2008;Udinese;Fiorentina;3.0;1.0;H
2007-2008;05/04/2008;Roma;Genoa;3.0;2.0;H
2007-2008;05/04/2008;Milan;Cagliari;3.0;1.0;H
2007-2008;06/04/2008;Atalanta;Inter;0.0;2.0;A
2007-2008;06/04/2008;Torino;Empoli;0.0;1.0;A
2007-2008;06/04/2008;Siena;Udinese;1.0;1.0;D
2007-2008;06/04/2008;Catania;Napoli;3.0;0.0;H
2007-2008;06/04/2008;Parma;Lazio;2.0;2.0;D
2007-2008;06/04/2008;Palermo;Juventus;3.0;2.0;H
2007-2008;06/04/2008;Fiorentina;Reggina;2.0;0.0;H
2007-2008;06/04/2008;Sampdoria;Livorno;2.0;0.0;H
2007-2008;12/04/2008;Juventus;Milan;3.0;2.0;H
2007-2008;12/04/2008;Palermo;Catania;1.0;0.0;H
2007-2008;13/04/2008;Empoli;Parma;1.0;1.0;D
2007-2008;13/04/2008;Genoa;Torino;3.0;0.0;H
2007-2008;13/04/2008;Inter;Fiorentina;2.0;0.0;H
2007-2008;13/04/2008;Lazio;Siena;1.0;1.0;D
2007-2008;13/04/2008;Livorno;Cagliari;1.0;2.0;A
2007-2008;13/04/2008;Napoli;Atalanta;2.0;0.0;H
2007-2008;13/04/2008;Reggina;Sampdoria;1.0;0.0;H
2007-2008;13/04/2008;Udinese;Roma;1.0;3.0;A
2007-2008;16/04/2008;Juventus;Parma;3.0;0.0;H
2007-2008;19/04/2008;Fiorentina;Palermo;1.0;0.0;H
2007-2008;19/04/2008;Roma;Livorno;1.0;1.0;D
2007-2008;20/04/2008;Cagliari;Empoli;2.0;0.0;H
2007-2008;20/04/2008;Catania;Lazio;1.0;0.0;H
2007-2008;20/04/2008;Milan;Reggina;5.0;1.0;H
2007-2008;20/04/2008;Parma;Napoli;1.0;2.0;A
2007-2008;20/04/2008;Sampdoria;Udinese;3.0;0.0;H
2007-2008;20/04/2008;Siena;Genoa;0.0;1.0;A
2007-2008;20/04/2008;Torino;Inter;0.0;1.0;A
2007-2008;20/04/2008;Atalanta;Juventus;0.0;4.0;A
2007-2008;27/04/2008;Udinese;Catania;2.0;1.0;H
2007-2008;27/04/2008;Roma;Torino;4.0;1.0;H
2007-2008;27/04/2008;Palermo;Atalanta;0.0;0.0;D
2007-2008;27/04/2008;Reggina;Parma;2.0;1.0;H
2007-2008;27/04/2008;Livorno;Milan;1.0;4.0;A
2007-2008;27/04/2008;Juventus;Lazio;5.0;2.0;H
2007-2008;27/04/2008;Inter;Cagliari;2.0;1.0;H
2007-2008;27/04/2008;Genoa;Empoli;0.0;1.0;A
2007-2008;27/04/2008;Fiorentina;Sampdoria;2.0;2.0;D
2007-2008;27/04/2008;Napoli;Siena;0.0;0.0;D
2007-2008;04/05/2008;Torino;Napoli;2.0;1.0;H
2007-2008;04/05/2008;Siena;Juventus;1.0;0.0;H
2007-2008;04/05/2008;Sampdoria;Roma;0.0;3.0;A
2007-2008;04/05/2008;Parma;Genoa;1.0;0.0;H
2007-2008;04/05/2008;Atalanta;Livorno;3.0;2.0;H
2007-2008;04/05/2008;Lazio;Palermo;1.0;2.0;A
2007-2008;04/05/2008;Empoli;Udinese;0.0;1.0;A
2007-2008;04/05/2008;Catania;Reggina;1.0;2.0;A
2007-2008;04/05/2008;Milan;Inter;2.0;1.0;H
2007-2008;04/05/2008;Cagliari;Fiorentina;2.0;1.0;H
2007-2008;11/05/2008;Udinese;Cagliari;0.0;2.0;A
2007-2008;11/05/2008;Roma;Atalanta;2.0;1.0;H
2007-2008;11/05/2008;Reggina;Empoli;2.0;0.0;H
2007-2008;11/05/2008;Palermo;Sampdoria;0.0;2.0;A
2007-2008;11/05/2008;Livorno;Torino;0.0;1.0;A
2007-2008;11/05/2008;Juventus;Catania;1.0;1.0;D
2007-2008;11/05/2008;Inter;Siena;2.0;2.0;D
2007-2008;11/05/2008;Genoa;Lazio;0.0;2.0;A
2007-2008;11/05/2008;Fiorentina;Parma;3.0;1.0;H
2007-2008;11/05/2008;Napoli;Milan;3.0;1.0;H
2007-2008;17/05/2008;Sampdoria;Juventus;3.0;3.0;D
2007-2008;18/05/2008;Catania;Roma;1.0;1.0;D
2007-2008;18/05/2008;Empoli;Livorno;2.0;1.0;H
2007-2008;18/05/2008;Atalanta;Genoa;2.0;0.0;H
2007-2008;18/05/2008;Milan;Udinese;4.0;1.0;H
2007-2008;18/05/2008;Parma;Inter;0.0;2.0;A
2007-2008;18/05/2008;Siena;Palermo;2.0;2.0;D
2007-2008;18/05/2008;Torino;Fiorentina;0.0;1.0;A
2007-2008;18/05/2008;Cagliari;Reggina;2.0;2.0;D
2007-2008;18/05/2008;Lazio;Napoli;2.0;1.0;H
2008-2009;30/08/2008;Sampdoria;Inter;1.0;1.0;D
2008-2009;30/08/2008;Udinese;Palermo;3.0;1.0;H
2008-2009;31/08/2008;Roma;Napoli;1.0;1.0;D
2008-2009;31/08/2008;Atalanta;Siena;1.0;0.0;H
2008-2009;31/08/2008;Cagliari;Lazio;1.0;4.0;A
2008-2009;31/08/2008;Catania;Genoa;1.0;0.0;H
2008-2009;31/08/2008;Chievo;Reggina;2.0;1.0;H
2008-2009;31/08/2008;Fiorentina;Juventus;1.0;1.0;D
2008-2009;31/08/2008;Torino;Lecce;3.0;0.0;H
2008-2009;31/08/2008;Milan;Bologna;1.0;2.0;A
2008-2009;13/09/2008;Inter;Catania;2.0;1.0;H
2008-2009;13/09/2008;Palermo;Roma;3.0;1.0;H
2008-2009;14/09/2008;Bologna;Atalanta;0.0;1.0;A
2008-2009;14/09/2008;Genoa;Milan;2.0;0.0;H
2008-2009;14/09/2008;Juventus;Udinese;1.0;0.0;H
2008-2009;14/09/2008;Lazio;Sampdoria;2.0;0.0;H
2008-2009;14/09/2008;Lecce;Chievo;2.0;0.0;H
2008-2009;14/09/2008;Napoli;Fiorentina;2.0;1.0;H
2008-2009;14/09/2008;Reggina;Torino;1.0;1.0;D
2008-2009;14/09/2008;Siena;Cagliari;2.0;0.0;H
2008-2009;20/09/2008;Catania;Atalanta;1.0;0.0;H
2008-2009;20/09/2008;Roma;Reggina;3.0;0.0;H
2008-2009;21/09/2008;Sampdoria;Chievo;1.0;1.0;D
2008-2009;21/09/2008;Palermo;Genoa;2.0;1.0;H
2008-2009;21/09/2008;Milan;Lazio;4.0;1.0;H
2008-2009;21/09/2008;Cagliari;Juventus;0.0;1.0;A
2008-2009;21/09/2008;Fiorentina;Bologna;1.0;0.0;H
2008-2009;21/09/2008;Torino;Inter;1.0;3.0;A
2008-2009;21/09/2008;Lecce;Siena;1.0;1.0;D
2008-2009;21/09/2008;Udinese;Napoli;0.0;0.0;D
2008-2009;24/09/2008;Reggina;Milan;1.0;2.0;A
2008-2009;24/09/2008;Napoli;Palermo;2.0;1.0;H
2008-2009;24/09/2008;Juventus;Catania;1.0;1.0;D
2008-2009;24/09/2008;Siena;Sampdoria;0.0;0.0;D
2008-2009;24/09/2008;Inter;Lecce;1.0;0.0;H
2008-2009;24/09/2008;Lazio;Fiorentina;3.0;0.0;H
2008-2009;24/09/2008;Chievo;Torino;1.0;1.0;D
2008-2009;24/09/2008;Genoa;Roma;3.0;1.0;H
2008-2009;24/09/2008;Bologna;Udinese;0.0;3.0;A
2008-2009;24/09/2008;Atalanta;Cagliari;1.0;0.0;H
2008-2009;27/09/2008;Fiorentina;Genoa;1.0;0.0;H
2008-2009;27/09/2008;Sampdoria;Juventus;0.0;0.0;D
2008-2009;28/09/2008;Udinese;Siena;2.0;1.0;H
2008-2009;28/09/2008;Roma;Atalanta;2.0;0.0;H
2008-2009;28/09/2008;Palermo;Reggina;1.0;0.0;H
2008-2009;28/09/2008;Milan;Inter;1.0;0.0;H
2008-2009;28/09/2008;Torino;Lazio;1.0;3.0;A
2008-2009;28/09/2008;Catania;Chievo;1.0;0.0;H
2008-2009;28/09/2008;Bologna;Napoli;0.0;1.0;A
2008-2009;28/09/2008;Lecce;Cagliari;2.0;0.0;H
2008-2009;04/10/2008;Inter;Bologna;2.0;1.0;H
2008-2009;04/10/2008;Lazio;Lecce;1.0;1.0;D
2008-2009;05/10/2008;Atalanta;Sampdoria;4.0;2.0;H
2008-2009;05/10/2008;Cagliari;Milan;0.0;0.0;D
2008-2009;05/10/2008;Chievo;Fiorentina;0.0;2.0;A
2008-2009;05/10/2008;Genoa;Napoli;3.0;2.0;H
2008-2009;05/10/2008;Juventus;Palermo;1.0;2.0;A
2008-2009;05/10/2008;Reggina;Catania;1.0;1.0;D
2008-2009;05/10/2008;Siena;Roma;1.0;0.0;H
2008-2009;05/10/2008;Udinese;Torino;2.0;0.0;H
2008-2009;18/10/2008;Fiorentina;Reggina;3.0;0.0;H
2008-2009;18/10/2008;Napoli;Juventus;2.0;1.0;H
2008-2009;19/10/2008;Torino;Cagliari;0.0;1.0;A
2008-2009;19/10/2008;Milan;Sampdoria;3.0;0.0;H
2008-2009;19/10/2008;Roma;Inter;0.0;4.0;A
2008-2009;19/10/2008;Lecce;Udinese;2.0;2.0;D
2008-2009;19/10/2008;Bologna;Lazio;3.0;1.0;H
2008-2009;19/10/2008;Chievo;Atalanta;1.0;1.0;D
2008-2009;19/10/2008;Catania;Palermo;2.0;0.0;H
2008-2009;19/10/2008;Genoa;Siena;1.0;0.0;H
2008-2009;25/10/2008;Juventus;Torino;1.0;0.0;H
2008-2009;25/10/2008;Siena;Catania;1.0;1.0;D
2008-2009;26/10/2008;Udinese;Roma;3.0;1.0;H
2008-2009;26/10/2008;Sampdoria;Bologna;2.0;0.0;H
2008-2009;26/10/2008;Palermo;Fiorentina;1.0;3.0;A
2008-2009;26/10/2008;Lazio;Napoli;0.0;1.0;A
2008-2009;26/10/2008;Reggina;Lecce;2.0;0.0;H
2008-2009;26/10/2008;Cagliari;Chievo;2.0;0.0;H
2008-2009;26/10/2008;Atalanta;Milan;0.0;1.0;A
2008-2009;26/10/2008;Inter;Genoa;0.0;0.0;D
2008-2009;29/10/2008;Napoli;Reggina;3.0;0.0;H
2008-2009;29/10/2008;Bologna;Juventus;1.0;2.0;A
2008-2009;29/10/2008;Catania;Udinese;0.0;2.0;A
2008-2009;29/10/2008;Chievo;Lazio;1.0;2.0;A
2008-2009;29/10/2008;Fiorentina;Inter;0.0;0.0;D
2008-2009;29/10/2008;Genoa;Cagliari;2.0;1.0;H
2008-2009;29/10/2008;Lecce;Palermo;1.0;1.0;D
2008-2009;29/10/2008;Milan;Siena;2.0;1.0;H
2008-2009;29/10/2008;Torino;Atalanta;2.0;1.0;H
2008-2009;01/11/2008;Reggina;Inter;2.0;3.0;A
2008-2009;01/11/2008;Juventus;Roma;2.0;0.0;H
2008-2009;02/11/2008;Atalanta;Lecce;0.0;0.0;D
2008-2009;02/11/2008;Cagliari;Bologna;5.0;1.0;H
2008-2009;02/11/2008;Lazio;Catania;1.0;0.0;H
2008-2009;02/11/2008;Milan;Napoli;1.0;0.0;H
2008-2009;02/11/2008;Palermo;Chievo;3.0;0.0;H
2008-2009;02/11/2008;Sampdoria;Torino;1.0;0.0;H
2008-2009;02/11/2008;Siena;Fiorentina;1.0;0.0;H
2008-2009;02/11/2008;Udinese;Genoa;2.0;2.0;D
2008-2009;08/11/2008;Torino;Palermo;1.0;0.0;H
2008-2009;08/11/2008;Bologna;Roma;1.0;1.0;D
2008-2009;09/11/2008;Napoli;Sampdoria;2.0;0.0;H
2008-2009;09/11/2008;Lecce;Milan;1.0;1.0;D
2008-2009;09/11/2008;Lazio;Siena;3.0;0.0;H
2008-2009;09/11/2008;Inter;Udinese;1.0;0.0;H
2008-2009;09/11/2008;Catania;Cagliari;2.0;1.0;H
2008-2009;09/11/2008;Fiorentina;Atalanta;2.0;1.0;H
2008-2009;09/11/2008;Chievo;Juventus;0.0;2.0;A
2008-2009;09/11/2008;Genoa;Reggina;4.0;0.0;H
2008-2009;13/11/2008;Juventus;Genoa;4.0;1.0;H
2008-2009;15/11/2008;Palermo;Inter;0.0;2.0;A
2008-2009;16/11/2008;Siena;Bologna;1.0;1.0;D
2008-2009;16/11/2008;Udinese;Reggina;0.0;1.0;A
2008-2009;16/11/2008;Sampdoria;Lecce;3.0;2.0;H
2008-2009;16/11/2008;Roma;Lazio;1.0;0.0;H
2008-2009;16/11/2008;Cagliari;Fiorentina;1.0;0.0;H
2008-2009;16/11/2008;Catania;Torino;3.0;2.0;H
2008-2009;16/11/2008;Atalanta;Napoli;3.0;1.0;H
2008-2009;16/11/2008;Milan;Chievo;1.0;0.0;H
2008-2009;22/11/2008;Fiorentina;Udinese;4.0;2.0;H
2008-2009;22/11/2008;Inter;Juventus;1.0;0.0;H
2008-2009;23/11/2008;Torino;Milan;2.0;2.0;D
2008-2009;23/11/2008;Reggina;Atalanta;3.0;1.0;H
2008-2009;23/11/2008;Sampdoria;Catania;3.0;0.0;H
2008-2009;23/11/2008;Napoli;Cagliari;2.0;2.0;D
2008-2009;23/11/2008;Chievo;Siena;0.0;2.0;A
2008-2009;23/11/2008;Lazio;Genoa;1.0;1.0;D
2008-2009;23/11/2008;Bologna;Palermo;1.0;1.0;D
2008-2009;23/11/2008;Lecce;Roma;0.0;3.0;A
2008-2009;29/11/2008;Catania;Lecce;1.0;1.0;D
2008-2009;29/11/2008;Juventus;Reggina;4.0;0.0;H
2008-2009;30/11/2008;Udinese;Chievo;0.0;1.0;A
2008-2009;30/11/2008;Siena;Torino;1.0;0.0;H
2008-2009;30/11/2008;Roma;Fiorentina;1.0;0.0;H
2008-2009;30/11/2008;Palermo;Milan;3.0;1.0;H
2008-2009;30/11/2008;Inter;Napoli;2.0;1.0;H
2008-2009;30/11/2008;Genoa;Bologna;1.0;1.0;D
2008-2009;30/11/2008;Cagliari;Sampdoria;1.0;0.0;H
2008-2009;30/11/2008;Atalanta;Lazio;2.0;0.0;H
2008-2009;06/12/2008;Chievo;Roma;0.0;1.0;A
2008-2009;06/12/2008;Lazio;Inter;0.0;3.0;A
2008-2009;07/12/2008;Torino;Fiorentina;1.0;4.0;A
2008-2009;07/12/2008;Sampdoria;Genoa;0.0;1.0;A
2008-2009;07/12/2008;Napoli;Siena;2.0;0.0;H
2008-2009;07/12/2008;Milan;Catania;1.0;0.0;H
2008-2009;07/12/2008;Reggina;Bologna;2.0;2.0;D
2008-2009;07/12/2008;Cagliari;Palermo;1.0;0.0;H
2008-2009;07/12/2008;Atalanta;Udinese;3.0;0.0;H
2008-2009;07/12/2008;Lecce;Juventus;1.0;2.0;A
2008-2009;13/12/2008;Bologna;Torino;5.0;2.0;H
2008-2009;13/12/2008;Napoli;Lecce;3.0;0.0;H
2008-2009;14/12/2008;Udinese;Lazio;3.0;3.0;D
2008-2009;14/12/2008;Roma;Cagliari;3.0;2.0;H
2008-2009;14/12/2008;Palermo;Siena;2.0;0.0;H
2008-2009;14/12/2008;Juventus;Milan;4.0;2.0;H
2008-2009;14/12/2008;Reggina;Sampdoria;0.0;2.0;A
2008-2009;14/12/2008;Genoa;Atalanta;1.0;1.0;D
2008-2009;14/12/2008;Fiorentina;Catania;2.0;0.0;H
2008-2009;14/12/2008;Inter;Chievo;4.0;2.0;H
2008-2009;20/12/2008;Lazio;Palermo;1.0;0.0;H
2008-2009;20/12/2008;Siena;Inter;1.0;2.0;A
2008-2009;21/12/2008;Sampdoria;Fiorentina;0.0;1.0;A
2008-2009;21/12/2008;Atalanta;Juventus;1.0;3.0;A
2008-2009;21/12/2008;Cagliari;Reggina;1.0;1.0;D
2008-2009;21/12/2008;Catania;Roma;3.0;2.0;H
2008-2009;21/12/2008;Chievo;Genoa;0.0;1.0;A
2008-2009;21/12/2008;Lecce;Bologna;0.0;0.0;D
2008-2009;21/12/2008;Milan;Udinese;5.0;1.0;H
2008-2009;21/12/2008;Torino;Napoli;1.0;0.0;H
2008-2009;10/01/2009;Inter;Cagliari;1.0;1.0;D
2008-2009;10/01/2009;Genoa;Torino;3.0;0.0;H
2008-2009;11/01/2009;Bologna;Chievo;1.0;1.0;D
2008-2009;11/01/2009;Fiorentina;Lecce;1.0;2.0;A
2008-2009;11/01/2009;Juventus;Siena;1.0;0.0;H
2008-2009;11/01/2009;Napoli;Catania;1.0;0.0;H
2008-2009;11/01/2009;Palermo;Atalanta;3.0;2.0;H
2008-2009;11/01/2009;Reggina;Lazio;2.0;3.0;A
2008-2009;11/01/2009;Roma;Milan;2.0;2.0;D
2008-2009;11/01/2009;Udinese;Sampdoria;1.0;1.0;D
2008-2009;14/01/2009;Roma;Sampdoria;2.0;0.0;H
2008-2009;17/01/2009;Milan;Fiorentina;1.0;0.0;H
2008-2009;17/01/2009;Siena;Reggina;1.0;0.0;H
2008-2009;18/01/2009;Lecce;Genoa;0.0;2.0;A
2008-2009;18/01/2009;Lazio;Juventus;1.0;1.0;D
2008-2009;18/01/2009;Chievo;Napoli;2.0;1.0;H
2008-2009;18/01/2009;Torino;Roma;0.0;1.0;A
2008-2009;18/01/2009;Cagliari;Udinese;2.0;0.0;H
2008-2009;18/01/2009;Atalanta;Inter;3.0;1.0;H
2008-2009;18/01/2009;Sampdoria;Palermo;0.0;2.0;A
2008-2009;18/01/2009;Catania;Bologna;1.0;2.0;A
2008-2009;24/01/2009;Reggina;Chievo;0.0;1.0;A
2008-2009;24/01/2009;Juventus;Fiorentina;1.0;0.0;H
2008-2009;25/01/2009;Siena;Atalanta;1.0;0.0;H
2008-2009;25/01/2009;Bologna;Milan;1.0;4.0;A
2008-2009;25/01/2009;Genoa;Catania;1.0;1.0;D
2008-2009;25/01/2009;Inter;Sampdoria;1.0;0.0;H
2008-2009;25/01/2009;Lazio;Cagliari;1.0;4.0;A
2008-2009;25/01/2009;Lecce;Torino;3.0;3.0;D
2008-2009;25/01/2009;Napoli;Roma;0.0;3.0;A
2008-2009;25/01/2009;Palermo;Udinese;3.0;2.0;H
2008-2009;28/01/2009;Roma;Palermo;2.0;1.0;H
2008-2009;28/01/2009;Milan;Genoa;1.0;1.0;D
2008-2009;28/01/2009;Fiorentina;Napoli;2.0;1.0;H
2008-2009;28/01/2009;Chievo;Lecce;1.0;1.0;D
2008-2009;28/01/2009;Atalanta;Bologna;0.0;1.0;A
2008-2009;28/01/2009;Cagliari;Siena;1.0;0.0;H
2008-2009;28/01/2009;Udinese;Juventus;2.0;1.0;H
2008-2009;28/01/2009;Sampdoria;Lazio;3.0;1.0;H
2008-2009;28/01/2009;Catania;Inter;0.0;2.0;A
2008-2009;28/01/2009;Torino;Reggina;0.0;0.0;D
2008-2009;31/01/2009;Napoli;Udinese;2.0;2.0;D
2008-2009;31/01/2009;Juventus;Cagliari;2.0;3.0;A
2008-2009;01/02/2009;Siena;Lecce;1.0;2.0;A
2008-2009;01/02/2009;Reggina;Roma;2.0;2.0;D
2008-2009;01/02/2009;Inter;Torino;1.0;1.0;D
2008-2009;01/02/2009;Lazio;Milan;0.0;3.0;A
2008-2009;01/02/2009;Chievo;Sampdoria;1.0;1.0;D
2008-2009;01/02/2009;Atalanta;Catania;1.0;0.0;H
2008-2009;01/02/2009;Genoa;Palermo;1.0;0.0;H
2008-2009;02/02/2009;Bologna;Fiorentina;1.0;3.0;A
2008-2009;07/02/2009;Lecce;Inter;0.0;3.0;A
2008-2009;07/02/2009;Milan;Reggina;1.0;1.0;D
2008-2009;08/02/2009;Udinese;Bologna;1.0;0.0;H
2008-2009;08/02/2009;Torino;Chievo;1.0;1.0;D
2008-2009;08/02/2009;Sampdoria;Siena;2.0;2.0;D
2008-2009;08/02/2009;Roma;Genoa;3.0;0.0;H
2008-2009;08/02/2009;Fiorentina;Lazio;1.0;0.0;H
2008-2009;08/02/2009;Catania;Juventus;1.0;2.0;A
2008-2009;08/02/2009;Cagliari;Atalanta;0.0;1.0;A
2008-2009;08/02/2009;Palermo;Napoli;2.0;1.0;H
2008-2009;14/02/2009;Lazio;Torino;1.0;1.0;D
2008-2009;14/02/2009;Napoli;Bologna;1.0;1.0;D
2008-2009;15/02/2009;Juventus;Sampdoria;1.0;1.0;D
2008-2009;15/02/2009;Siena;Udinese;1.0;1.0;D
2008-2009;15/02/2009;Reggina;Palermo;0.0;0.0;D
2008-2009;15/02/2009;Inter;Milan;2.0;1.0;H
2008-2009;15/02/2009;Cagliari;Lecce;2.0;0.0;H
2008-2009;15/02/2009;Chievo;Catania;1.0;1.0;D
2008-2009;15/02/2009;Genoa;Fiorentina;3.0;3.0;D
2008-2009;15/02/2009;Atalanta;Roma;3.0;0.0;H
2008-2009;21/02/2009;Bologna;Inter;1.0;2.0;A
2008-2009;21/02/2009;Palermo;Juventus;0.0;2.0;A
2008-2009;21/02/2009;Roma;Siena;1.0;0.0;H
2008-2009;22/02/2009;Torino;Udinese;1.0;0.0;H
2008-2009;22/02/2009;Sampdoria;Atalanta;1.0;0.0;H
2008-2009;22/02/2009;Napoli;Genoa;0.0;1.0;A
2008-2009;22/02/2009;Milan;Cagliari;1.0;0.0;H
2008-2009;22/02/2009;Lecce;Lazio;0.0;2.0;A
2008-2009;22/02/2009;Fiorentina;Chievo;2.0;1.0;H
2008-2009;22/02/2009;Catania;Reggina;2.0;0.0;H
2008-2009;28/02/2009;Juventus;Napoli;1.0;0.0;H
2008-2009;28/02/2009;Lazio;Bologna;2.0;0.0;H
2008-2009;01/03/2009;Udinese;Lecce;2.0;0.0;H
2008-2009;01/03/2009;Siena;Genoa;0.0;0.0;D
2008-2009;01/03/2009;Reggina;Fiorentina;1.0;1.0;D
2008-2009;01/03/2009;Palermo;Catania;0.0;4.0;A
2008-2009;01/03/2009;Sampdoria;Milan;2.0;1.0;H
2008-2009;01/03/2009;Cagliari;Torino;0.0;0.0;D
2008-2009;01/03/2009;Atalanta;Chievo;0.0;2.0;A
2008-2009;01/03/2009;Inter;Roma;3.0;3.0;D
2008-2009;07/03/2009;Genoa;Inter;0.0;2.0;A
2008-2009;07/03/2009;Roma;Udinese;1.0;1.0;D
2008-2009;07/03/2009;Torino;Juventus;0.0;1.0;A
2008-2009;08/03/2009;Napoli;Lazio;0.0;2.0;A
2008-2009;08/03/2009;Milan;Atalanta;3.0;0.0;H
2008-2009;08/03/2009;Fiorentina;Palermo;0.0;2.0;A
2008-2009;08/03/2009;Lecce;Reggina;0.0;0.0;D
2008-2009;08/03/2009;Catania;Siena;0.0;3.0;A
2008-2009;08/03/2009;Bologna;Sampdoria;3.0;0.0;H
2008-2009;08/03/2009;Chievo;Cagliari;1.0;1.0;D
2008-2009;14/03/2009;Cagliari;Genoa;0.0;1.0;A
2008-2009;14/03/2009;Juventus;Bologna;4.0;1.0;H
2008-2009;15/03/2009;Siena;Milan;1.0;5.0;A
2008-2009;15/03/2009;Atalanta;Torino;2.0;0.0;H
2008-2009;15/03/2009;Inter;Fiorentina;2.0;0.0;H
2008-2009;15/03/2009;Lazio;Chievo;0.0;3.0;A
2008-2009;15/03/2009;Palermo;Lecce;5.0;2.0;H
2008-2009;15/03/2009;Reggina;Napoli;1.0;1.0;D
2008-2009;15/03/2009;Sampdoria;Roma;2.0;2.0;D
2008-2009;15/03/2009;Udinese;Catania;1.0;1.0;D
2008-2009;21/03/2009;Roma;Juventus;1.0;4.0;A
2008-2009;21/03/2009;Catania;Lazio;1.0;0.0;H
2008-2009;22/03/2009;Bologna;Cagliari;0.0;1.0;A
2008-2009;22/03/2009;Chievo;Palermo;1.0;0.0;H
2008-2009;22/03/2009;Fiorentina;Siena;1.0;0.0;H
2008-2009;22/03/2009;Genoa;Udinese;2.0;0.0;H
2008-2009;22/03/2009;Inter;Reggina;3.0;0.0;H
2008-2009;22/03/2009;Lecce;Atalanta;2.0;2.0;D
2008-2009;22/03/2009;Napoli;Milan;0.0;0.0;D
2008-2009;22/03/2009;Torino;Sampdoria;1.0;3.0;A
2008-2009;05/04/2009;Juventus;Chievo;3.0;3.0;D
2008-2009;05/04/2009;Sampdoria;Napoli;2.0;2.0;D
2008-2009;05/04/2009;Roma;Bologna;2.0;1.0;H
2008-2009;05/04/2009;Reggina;Genoa;0.0;1.0;A
2008-2009;05/04/2009;Palermo;Torino;1.0;0.0;H
2008-2009;05/04/2009;Atalanta;Fiorentina;1.0;2.0;A
2008-2009;05/04/2009;Cagliari;Catania;1.0;0.0;H
2008-2009;05/04/2009;Siena;Lazio;2.0;0.0;H
2008-2009;05/04/2009;Milan;Lecce;2.0;0.0;H
2008-2009;05/04/2009;Udinese;Inter;0.0;1.0;A
2008-2009;11/04/2009;Napoli;Atalanta;0.0;0.0;D
2008-2009;11/04/2009;Fiorentina;Cagliari;2.0;1.0;H
2008-2009;11/04/2009;Lecce;Sampdoria;1.0;3.0;A
2008-2009;11/04/2009;Torino;Catania;2.0;1.0;H
2008-2009;11/04/2009;Lazio;Roma;4.0;2.0;H
