Season;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR
2008-2009;11/04/2009;Chievo;Milan;0.0;1.0;A
2008-2009;11/04/2009;Genoa;Juventus;3.0;2.0;H
2008-2009;11/04/2009;Bologna;Siena;1.0;4.0;A
2008-2009;11/04/2009;Inter;Palermo;2.0;2.0;D
2008-2009;12/04/2009;Reggina;Udinese;0.0;2.0;A
2008-2009;18/04/2009;Genoa;Lazio;0.0;1.0;A
2008-2009;18/04/2009;Juventus;Inter;1.0;1.0;D
2008-2009;19/04/2009;Udinese;Fiorentina;3.0;1.0;H
2008-2009;19/04/2009;Siena;Chievo;0.0;2.0;A
2008-2009;19/04/2009;Roma;Lecce;3.0;2.0;H
2008-2009;19/04/2009;Palermo;Bologna;4.0;1.0;H
2008-2009;19/04/2009;Cagliari;Napoli;2.0;0.0;H
2008-2009;19/04/2009;Catania;Sampdoria;2.0;0.0;H
2008-2009;19/04/2009;Atalanta;Reggina;0.0;1.0;A
2008-2009;19/04/2009;Milan;Torino;5.0;1.0;H
2008-2009;25/04/2009;Chievo;Udinese;1.0;2.0;A
2008-2009;25/04/2009;Fiorentina;Roma;4.0;1.0;H
2008-2009;26/04/2009;Reggina;Juventus;2.0;2.0;D
2008-2009;26/04/2009;Sampdoria;Cagliari;3.0;3.0;D
2008-2009;26/04/2009;Napoli;Inter;1.0;0.0;H
2008-2009;26/04/2009;Milan;Palermo;3.0;0.0;H
2008-2009;26/04/2009;Torino;Siena;1.0;0.0;H
2008-2009;26/04/2009;Lazio;Atalanta;0.0;1.0;A
2008-2009;26/04/2009;Lecce;Catania;2.0;1.0;H
2008-2009;26/04/2009;Bologna;Genoa;2.0;0.0;H
2008-2009;02/05/2009;Bologna;Reggina;1.0;2.0;A
2008-2009;02/05/2009;Inter;Lazio;2.0;0.0;H
2008-2009;03/05/2009;Udinese;Atalanta;3.0;0.0;H
2008-2009;03/05/2009;Roma;Chievo;0.0;0.0;D
2008-2009;03/05/2009;Palermo;Cagliari;5.0;1.0;H
2008-2009;03/05/2009;Juventus;Lecce;2.0;2.0;D
2008-2009;03/05/2009;Siena;Napoli;2.0;1.0;H
2008-2009;03/05/2009;Fiorentina;Torino;1.0;0.0;H
2008-2009;03/05/2009;Catania;Milan;0.0;2.0;A
2008-2009;03/05/2009;Genoa;Sampdoria;3.0;1.0;H
2008-2009;09/05/2009;Lazio;Udinese;1.0;3.0;A
2008-2009;09/05/2009;Sampdoria;Reggina;5.0;0.0;H
2008-2009;10/05/2009;Siena;Palermo;1.0;0.0;H
2008-2009;10/05/2009;Atalanta;Genoa;1.0;1.0;D
2008-2009;10/05/2009;Cagliari;Roma;2.0;2.0;D
2008-2009;10/05/2009;Catania;Fiorentina;0.0;2.0;A
2008-2009;10/05/2009;Chievo;Inter;2.0;2.0;D
2008-2009;10/05/2009;Lecce;Napoli;1.0;1.0;D
2008-2009;10/05/2009;Milan;Juventus;1.0;1.0;D
2008-2009;10/05/2009;Torino;Bologna;1.0;1.0;D
2008-2009;16/05/2009;Udinese;Milan;2.0;1.0;H
2008-2009;16/05/2009;Roma;Catania;4.0;3.0;H
2008-2009;17/05/2009;Bologna;Lecce;2.0;1.0;H
2008-2009;17/05/2009;Fiorentina;Sampdoria;1.0;0.0;H
2008-2009;17/05/2009;Genoa;Chievo;2.0;2.0;D
2008-2009;17/05/2009;Inter;Siena;3.0;0.0;H
2008-2009;17/05/2009;Juventus;Atalanta;2.0;2.0;D
2008-2009;17/05/2009;Napoli;Torino;1.0;2.0;A
2008-2009;17/05/2009;Palermo;Lazio;2.0;0.0;H
2008-2009;17/05/2009;Reggina;Cagliari;2.0;1.0;H
2008-2009;20/05/2009;Lazio;Reggina;1.0;0.0;H
2008-2009;24/05/2009;Sampdoria;Udinese;2.0;2.0;D
2008-2009;24/05/2009;Milan;Roma;2.0;3.0;A
2008-2009;24/05/2009;Lecce;Fiorentina;1.0;1.0;D
2008-2009;24/05/2009;Chievo;Bologna;0.0;0.0;D
2008-2009;24/05/2009;Cagliari;Inter;2.0;1.0;H
2008-2009;24/05/2009;Atalanta;Palermo;2.0;2.0;D
2008-2009;24/05/2009;Siena;Juventus;0.0;3.0;A
2008-2009;24/05/2009;Catania;Napoli;3.0;1.0;H
2008-2009;24/05/2009;Torino;Genoa;2.0;3.0;A
2008-2009;31/05/2009;Palermo;Sampdoria;2.0;2.0;D
2008-2009;31/05/2009;Roma;Torino;3.0;2.0;H
2008-2009;31/05/2009;Napoli;Chievo;3.0;0.0;H
2008-2009;31/05/2009;Reggina;Siena;1.0;1.0;D
2008-2009;31/05/2009;Udinese;Cagliari;6.0;2.0;H
2008-2009;31/05/2009;Juventus;Lazio;2.0;0.0;H
2008-2009;31/05/2009;Genoa;Lecce;4.0;1.0;H
2008-2009;31/05/2009;Fiorentina;Milan;0.0;2.0;A
2008-2009;31/05/2009;Bologna;Catania;3.0;1.0;H
2008-2009;31/05/2009;Inter;Atalanta;4.0;3.0;H
2009-2010;22/08/2009;Bologna;Fiorentina;1.0;1.0;D
2009-2010;22/08/2009;Siena;Milan;1.0;2.0;A
2009-2010;23/08/2009;Udinese;Parma;2.0;2.0;D
2009-2010;23/08/2009;Palermo;Napoli;2.0;1.0;H
2009-2010;23/08/2009;Livorno;Cagliari;0.0;0.0;D
2009-2010;23/08/2009;Lazio;Atalanta;1.0;0.0;H
2009-2010;23/08/2009;Inter;Bari;1.0;1.0;D
2009-2010;23/08/2009;Genoa;Roma;3.0;2.0;H
2009-2010;23/08/2009;Catania;Sampdoria;1.0;2.0;A
2009-2010;23/08/2009;Juventus;Chievo;1.0;0.0;H
2009-2010;29/08/2009;Bari;Bologna;0.0;0.0;D
2009-2010;29/08/2009;Milan;Inter;0.0;4.0;A
2009-2010;30/08/2009;Napoli;Livorno;3.0;1.0;H
2009-2010;30/08/2009;Sampdoria;Udinese;3.0;1.0;H
2009-2010;30/08/2009;Parma;Catania;2.0;1.0;H
2009-2010;30/08/2009;Fiorentina;Palermo;1.0;0.0;H
2009-2010;30/08/2009;Roma;Juventus;1.0;3.0;A
2009-2010;30/08/2009;Cagliari;Siena;1.0;3.0;A
2009-2010;30/08/2009;Atalanta;Genoa;0.0;1.0;A
2009-2010;30/08/2009;Chievo;Lazio;1.0;2.0;A
2009-2010;12/09/2009;Lazio;Juventus;0.0;2.0;A
2009-2010;12/09/2009;Livorno;Milan;0.0;0.0;D
2009-2010;13/09/2009;Siena;Roma;1.0;2.0;A
2009-2010;13/09/2009;Palermo;Bari;1.0;1.0;D
2009-2010;13/09/2009;Inter;Parma;2.0;0.0;H
2009-2010;13/09/2009;Genoa;Napoli;4.0;1.0;H
2009-2010;13/09/2009;Udinese;Catania;4.0;2.0;H
2009-2010;13/09/2009;Bologna;Chievo;0.0;2.0;A
2009-2010;13/09/2009;Atalanta;Sampdoria;0.0;1.0;A
2009-2010;13/09/2009;Fiorentina;Cagliari;1.0;0.0;H
2009-2010;19/09/2009;Juventus;Livorno;2.0;0.0;H
2009-2010;19/09/2009;Napoli;Udinese;0.0;0.0;D
2009-2010;20/09/2009;Sampdoria;Siena;4.0;1.0;H
2009-2010;20/09/2009;Roma;Fiorentina;3.0;1.0;H
2009-2010;20/09/2009;Parma;Palermo;1.0;0.0;H
2009-2010;20/09/2009;Milan;Bologna;1.0;0.0;H
2009-2010;20/09/2009;Catania;Lazio;1.0;1.0;D
2009-2010;20/09/2009;Cagliari;Inter;1.0;2.0;A
2009-2010;20/09/2009;Bari;Atalanta;4.0;1.0;H
2009-2010;20/09/2009;Chievo;Genoa;3.0;1.0;H
2009-2010;23/09/2009;Lazio;Parma;1.0;2.0;A
2009-2010;23/09/2009;Siena;Chievo;0.0;0.0;D
2009-2010;23/09/2009;Palermo;Roma;3.0;3.0;D
2009-2010;23/09/2009;Inter;Napoli;3.0;1.0;H
2009-2010;23/09/2009;Udinese;Milan;1.0;0.0;H
2009-2010;23/09/2009;Bologna;Livorno;2.0;0.0;H
2009-2010;23/09/2009;Bari;Cagliari;0.0;1.0;A
2009-2010;23/09/2009;Atalanta;Catania;0.0;0.0;D
2009-2010;23/09/2009;Fiorentina;Sampdoria;2.0;0.0;H
2009-2010;24/09/2009;Genoa;Juventus;2.0;2.0;D
2009-2010;26/09/2009;Livorno;Fiorentina;0.0;1.0;A
2009-2010;26/09/2009;Sampdoria;Inter;1.0;0.0;H
2009-2010;27/09/2009;Parma;Cagliari;0.0;2.0;A
2009-2010;27/09/2009;Napoli;Siena;2.0;1.0;H
2009-2010;27/09/2009;Milan;Bari;0.0;0.0;D
2009-2010;27/09/2009;Lazio;Palermo;1.0;1.0;D
2009-2010;27/09/2009;Udinese;Genoa;2.0;0.0;H
2009-2010;27/09/2009;Chievo;Atalanta;1.0;1.0;D
2009-2010;27/09/2009;Catania;Roma;1.0;1.0;D
2009-2010;27/09/2009;Juventus;Bologna;1.0;1.0;D
2009-2010;03/10/2009;Bari;Catania;0.0;0.0;D
2009-2010;03/10/2009;Inter;Udinese;2.0;1.0;H
2009-2010;04/10/2009;Siena;Livorno;0.0;0.0;D
2009-2010;04/10/2009;Sampdoria;Parma;1.0;1.0;D
2009-2010;04/10/2009;Roma;Napoli;2.0;1.0;H
2009-2010;04/10/2009;Palermo;Juventus;2.0;0.0;H
2009-2010;04/10/2009;Fiorentina;Lazio;0.0;0.0;D
2009-2010;04/10/2009;Bologna;Genoa;1.0;3.0;A
2009-2010;04/10/2009;Atalanta;Milan;1.0;1.0;D
2009-2010;04/10/2009;Cagliari;Chievo;1.0;2.0;A
2009-2010;17/10/2009;Genoa;Inter;0.0;5.0;A
2009-2010;17/10/2009;Juventus;Fiorentina;1.0;1.0;D
2009-2010;18/10/2009;Milan;Roma;2.0;1.0;H
2009-2010;18/10/2009;Udinese;Atalanta;1.0;3.0;A
2009-2010;18/10/2009;Parma;Siena;1.0;0.0;H
2009-2010;18/10/2009;Napoli;Bologna;2.0;1.0;H
2009-2010;18/10/2009;Livorno;Palermo;1.0;2.0;A
2009-2010;18/10/2009;Catania;Cagliari;2.0;1.0;H
2009-2010;18/10/2009;Lazio;Sampdoria;1.0;1.0;D
2009-2010;18/10/2009;Chievo;Bari;1.0;2.0;A
2009-2010;24/10/2009;Inter;Catania;2.0;1.0;H
2009-2010;24/10/2009;Sampdoria;Bologna;4.0;1.0;H
2009-2010;25/10/2009;Siena;Juventus;0.0;1.0;A
2009-2010;25/10/2009;Roma;Livorno;0.0;1.0;A
2009-2010;25/10/2009;Fiorentina;Napoli;0.0;1.0;A
2009-2010;25/10/2009;Chievo;Milan;1.0;2.0;A
2009-2010;25/10/2009;Palermo;Udinese;1.0;0.0;H
2009-2010;25/10/2009;Bari;Lazio;2.0;0.0;H
2009-2010;25/10/2009;Atalanta;Parma;3.0;1.0;H
2009-2010;25/10/2009;Cagliari;Genoa;3.0;2.0;H
2009-2010;28/10/2009;Parma;Bari;2.0;0.0;H
2009-2010;28/10/2009;Bologna;Siena;2.0;1.0;H
2009-2010;28/10/2009;Catania;Chievo;1.0;2.0;A
2009-2010;28/10/2009;Genoa;Fiorentina;2.0;1.0;H
2009-2010;28/10/2009;Juventus;Sampdoria;5.0;1.0;H
2009-2010;28/10/2009;Lazio;Cagliari;0.0;1.0;A
2009-2010;28/10/2009;Livorno;Atalanta;1.0;0.0;H
2009-2010;28/10/2009;Napoli;Milan;2.0;2.0;D
2009-2010;28/10/2009;Udinese;Roma;2.0;1.0;H
2009-2010;29/10/2009;Inter;Palermo;5.0;3.0;H
2009-2010;31/10/2009;Milan;Parma;2.0;0.0;H
2009-2010;31/10/2009;Juventus;Napoli;2.0;3.0;A
2009-2010;01/11/2009;Cagliari;Atalanta;3.0;0.0;H
2009-2010;01/11/2009;Chievo;Udinese;1.0;1.0;D
2009-2010;01/11/2009;Fiorentina;Catania;3.0;1.0;H
2009-2010;01/11/2009;Livorno;Inter;0.0;2.0;A
2009-2010;01/11/2009;Palermo;Genoa;0.0;0.0;D
2009-2010;01/11/2009;Roma;Bologna;2.0;1.0;H
2009-2010;01/11/2009;Sampdoria;Bari;0.0;0.0;D
2009-2010;01/11/2009;Siena;Lazio;1.0;1.0;D
2009-2010;07/11/2009;Atalanta;Juventus;2.0;5.0;A
2009-2010;07/11/2009;Catania;Napoli;0.0;0.0;D
2009-2010;08/11/2009;Parma;Chievo;2.0;0.0;H
2009-2010;08/11/2009;Lazio;Milan;1.0;2.0;A
2009-2010;08/11/2009;Inter;Roma;1.0;1.0;D
2009-2010;08/11/2009;Genoa;Siena;4.0;2.0;H
2009-2010;08/11/2009;Bari;Livorno;1.0;0.0;H
2009-2010;08/11/2009;Bologna;Palermo;3.0;1.0;H
2009-2010;08/11/2009;Udinese;Fiorentina;0.0;1.0;A
2009-2010;08/11/2009;Cagliari;Sampdoria;2.0;0.0;H
2009-2010;21/11/2009;Fiorentina;Parma;2.0;3.0;A
2009-2010;21/11/2009;Bologna;Inter;1.0;3.0;A
2009-2010;22/11/2009;Roma;Bari;3.0;1.0;H
2009-2010;22/11/2009;Palermo;Catania;1.0;1.0;D
2009-2010;22/11/2009;Siena;Atalanta;0.0;2.0;A
2009-2010;22/11/2009;Sampdoria;Chievo;2.0;1.0;H
2009-2010;22/11/2009;Napoli;Lazio;0.0;0.0;D
2009-2010;22/11/2009;Juventus;Udinese;1.0;0.0;H
2009-2010;22/11/2009;Livorno;Genoa;2.0;1.0;H
2009-2010;22/11/2009;Milan;Cagliari;4.0;3.0;H
2009-2010;28/11/2009;Genoa;Sampdoria;3.0;0.0;H
2009-2010;28/11/2009;Udinese;Livorno;2.0;0.0;H
2009-2010;29/11/2009;Parma;Napoli;1.0;1.0;D
2009-2010;29/11/2009;Lazio;Bologna;0.0;0.0;D
2009-2010;29/11/2009;Inter;Fiorentina;1.0;0.0;H
2009-2010;29/11/2009;Chievo;Palermo;1.0;0.0;H
2009-2010;29/11/2009;Catania;Milan;0.0;2.0;A
2009-2010;29/11/2009;Cagliari;Juventus;2.0;0.0;H
2009-2010;29/11/2009;Bari;Siena;2.0;1.0;H
2009-2010;29/11/2009;Atalanta;Roma;1.0;2.0;A
2009-2010;05/12/2009;Juventus;Inter;2.0;1.0;H
2009-2010;05/12/2009;Milan;Sampdoria;3.0;0.0;H
2009-2010;06/12/2009;Roma;Lazio;1.0;0.0;H
2009-2010;06/12/2009;Siena;Catania;3.0;2.0;H
2009-2010;06/12/2009;Napoli;Bari;3.0;2.0;H
2009-2010;06/12/2009;Livorno;Chievo;0.0;2.0;A
2009-2010;06/12/2009;Palermo;Cagliari;2.0;1.0;H
2009-2010;06/12/2009;Fiorentina;Atalanta;2.0;0.0;H
2009-2010;06/12/2009;Bologna;Udinese;2.0;1.0;H
2009-2010;06/12/2009;Genoa;Parma;2.0;2.0;D
2009-2010;12/12/2009;Bari;Juventus;3.0;1.0;H
2009-2010;12/12/2009;Cagliari;Napoli;3.0;3.0;D
2009-2010;13/12/2009;Siena;Udinese;2.0;1.0;H
2009-2010;13/12/2009;Sampdoria;Roma;0.0;0.0;D
2009-2010;13/12/2009;Parma;Bologna;2.0;1.0;H
2009-2010;13/12/2009;Lazio;Genoa;1.0;0.0;H
2009-2010;13/12/2009;Milan;Palermo;0.0;2.0;A
2009-2010;13/12/2009;Catania;Livorno;0.0;1.0;A
2009-2010;13/12/2009;Atalanta;Inter;1.0;1.0;D
2009-2010;13/12/2009;Chievo;Fiorentina;2.0;1.0;H
2009-2010;20/12/2009;Inter;Lazio;1.0;0.0;H
2009-2010;20/12/2009;Juventus;Catania;1.0;2.0;A
2009-2010;20/12/2009;Livorno;Sampdoria;3.0;1.0;H
2009-2010;20/12/2009;Napoli;Chievo;2.0;0.0;H
2009-2010;20/12/2009;Palermo;Siena;1.0;0.0;H
2009-2010;20/12/2009;Roma;Parma;2.0;0.0;H
2009-2010;06/01/2010;Milan;Genoa;5.0;2.0;H
2009-2010;06/01/2010;Sampdoria;Palermo;1.0;1.0;D
2009-2010;06/01/2010;Siena;Fiorentina;1.0;5.0;A
2009-2010;06/01/2010;Parma;Juventus;1.0;2.0;A
2009-2010;06/01/2010;Chievo;Inter;0.0;1.0;A
2009-2010;06/01/2010;Lazio;Livorno;4.0;1.0;H
2009-2010;06/01/2010;Cagliari;Roma;2.0;2.0;D
2009-2010;06/01/2010;Catania;Bologna;1.0;0.0;H
2009-2010;06/01/2010;Bari;Udinese;2.0;0.0;H
2009-2010;06/01/2010;Atalanta;Napoli;0.0;2.0;A
2009-2010;09/01/2010;Inter;Siena;4.0;3.0;H
2009-2010;09/01/2010;Roma;Chievo;1.0;0.0;H
2009-2010;10/01/2010;Udinese;Lazio;1.0;1.0;D
2009-2010;10/01/2010;Palermo;Atalanta;1.0;0.0;H
2009-2010;10/01/2010;Napoli;Sampdoria;1.0;0.0;H
2009-2010;10/01/2010;Livorno;Parma;2.0;1.0;H
2009-2010;10/01/2010;Juventus;Milan;0.0;3.0;A
2009-2010;10/01/2010;Fiorentina;Bari;2.0;1.0;H
2009-2010;10/01/2010;Bologna;Cagliari;0.0;1.0;A
2009-2010;10/01/2010;Genoa;Catania;2.0;0.0;H
2009-2010;16/01/2010;Bari;Inter;2.0;2.0;D
2009-2010;16/01/2010;Cagliari;Livorno;3.0;0.0;H
2009-2010;17/01/2010;Parma;Udinese;0.0;0.0;D
2009-2010;17/01/2010;Roma;Genoa;3.0;0.0;H
2009-2010;17/01/2010;Sampdoria;Catania;1.0;1.0;D
2009-2010;17/01/2010;Milan;Siena;4.0;0.0;H
2009-2010;17/01/2010;Napoli;Palermo;0.0;0.0;D
2009-2010;17/01/2010;Chievo;Juventus;1.0;0.0;H
2009-2010;17/01/2010;Atalanta;Lazio;3.0;0.0;H
2009-2010;17/01/2010;Fiorentina;Bologna;1.0;2.0;A
2009-2010;20/01/2010;Bologna;Atalanta;2.0;2.0;D
2009-2010;20/01/2010;Genoa;Bari;1.0;1.0;D
2009-2010;23/01/2010;Catania;Parma;3.0;0.0;H
2009-2010;23/01/2010;Juventus;Roma;1.0;2.0;A
2009-2010;24/01/2010;Udinese;Sampdoria;2.0;3.0;A
2009-2010;24/01/2010;Siena;Cagliari;1.0;1.0;D
2009-2010;24/01/2010;Palermo;Fiorentina;3.0;0.0;H
2009-2010;24/01/2010;Livorno;Napoli;0.0;2.0;A
2009-2010;24/01/2010;Lazio;Chievo;1.0;1.0;D
2009-2010;24/01/2010;Genoa;Atalanta;2.0;0.0;H
2009-2010;24/01/2010;Bologna;Bari;2.0;1.0;H
2009-2010;24/01/2010;Inter;Milan;2.0;0.0;H
2009-2010;30/01/2010;Bari;Palermo;4.0;2.0;H
2009-2010;30/01/2010;Napoli;Genoa;0.0;0.0;D
2009-2010;31/01/2010;Sampdoria;Atalanta;2.0;0.0;H
2009-2010;31/01/2010;Milan;Livorno;1.0;1.0;D
2009-2010;31/01/2010;Cagliari;Fiorentina;2.0;2.0;D
2009-2010;31/01/2010;Catania;Udinese;1.0;1.0;D
2009-2010;31/01/2010;Chievo;Bologna;1.0;1.0;D
2009-2010;31/01/2010;Juventus;Lazio;1.0;1.0;D
2009-2010;31/01/2010;Roma;Siena;2.0;1.0;H
2009-2010;06/02/2010;Livorno;Juventus;1.0;1.0;D
2009-2010;06/02/2010;Palermo;Parma;2.0;1.0;H
2009-2010;07/02/2010;Udinese;Napoli;3.0;1.0;H
2009-2010;07/02/2010;Atalanta;Bari;1.0;0.0;H
2009-2010;07/02/2010;Bologna;Milan;0.0;0.0;D
2009-2010;07/02/2010;Fiorentina;Roma;0.0;1.0;A
2009-2010;07/02/2010;Genoa;Chievo;1.0;0.0;H
2009-2010;07/02/2010;Inter;Cagliari;3.0;0.0;H
2009-2010;07/02/2010;Lazio;Catania;0.0;1.0;A
2009-2010;07/02/2010;Siena;Sampdoria;1.0;2.0;A
2009-2010;10/02/2010;Parma;Inter;1.0;1.0;D
2009-2010;12/02/2010;Milan;Udinese;3.0;2.0;H
2009-2010;13/02/2010;Sampdoria;Fiorentina;2.0;0.0;H
2009-2010;13/02/2010;Roma;Palermo;4.0;1.0;H
2009-2010;14/02/2010;Parma;Lazio;0.0;2.0;A
2009-2010;14/02/2010;Cagliari;Bari;3.0;1.0;H
2009-2010;14/02/2010;Catania;Atalanta;0.0;0.0;D
2009-2010;14/02/2010;Chievo;Siena;0.0;1.0;A
2009-2010;14/02/2010;Juventus;Genoa;3.0;2.0;H
2009-2010;14/02/2010;Livorno;Bologna;0.0;1.0;A
2009-2010;14/02/2010;Napoli;Inter;0.0;0.0;D
2009-2010;20/02/2010;Genoa;Udinese;3.0;0.0;H
2009-2010;20/02/2010;Inter;Sampdoria;0.0;0.0;D
2009-2010;21/02/2010;Siena;Napoli;0.0;0.0;D
2009-2010;21/02/2010;Roma;Catania;1.0;0.0;H
2009-2010;21/02/2010;Palermo;Lazio;3.0;1.0;H
2009-2010;21/02/2010;Fiorentina;Livorno;2.0;1.0;H
2009-2010;21/02/2010;Cagliari;Parma;2.0;0.0;H
2009-2010;21/02/2010;Bologna;Juventus;1.0;2.0;A
2009-2010;21/02/2010;Bari;Milan;0.0;2.0;A
2009-2010;21/02/2010;Atalanta;Chievo;0.0;1.0;A
2009-2010;24/02/2010;Fiorentina;Milan;1.0;2.0;A
2009-2010;24/02/2010;Udinese;Cagliari;2.0;1.0;H
2009-2010;27/02/2010;Catania;Bari;4.0;0.0;H
2009-2010;27/02/2010;Lazio;Fiorentina;1.0;1.0;D
2009-2010;28/02/2010;Udinese;Inter;2.0;3.0;A
2009-2010;28/02/2010;Parma;Sampdoria;1.0;0.0;H
2009-2010;28/02/2010;Napoli;Roma;2.0;2.0;D
2009-2010;28/02/2010;Milan;Atalanta;3.0;1.0;H
2009-2010;28/02/2010;Livorno;Siena;1.0;2.0;A
2009-2010;28/02/2010;Genoa;Bologna;3.0;4.0;A
2009-2010;28/02/2010;Chievo;Cagliari;2.0;1.0;H
2009-2010;28/02/2010;Juventus;Palermo;0.0;2.0;A
2009-2010;06/03/2010;Roma;Milan;0.0;0.0;D
2009-2010;06/03/2010;Fiorentina;Juventus;1.0;2.0;A
2009-2010;07/03/2010;Bologna;Napoli;2.0;1.0;H
2009-2010;07/03/2010;Cagliari;Catania;2.0;2.0;D
2009-2010;07/03/2010;Bari;Chievo;1.0;0.0;H
2009-2010;07/03/2010;Sampdoria;Lazio;2.0;1.0;H
2009-2010;07/03/2010;Siena;Parma;1.0;1.0;D
2009-2010;07/03/2010;Inter;Genoa;0.0;0.0;D
2009-2010;07/03/2010;Atalanta;Udinese;0.0;0.0;D
2009-2010;07/03/2010;Palermo;Livorno;1.0;0.0;H
2009-2010;12/03/2010;Catania;Inter;3.0;1.0;H
2009-2010;13/03/2010;Napoli;Fiorentina;1.0;3.0;A
2009-2010;14/03/2010;Bologna;Sampdoria;1.0;1.0;D
2009-2010;14/03/2010;Genoa;Cagliari;5.0;3.0;H
2009-2010;14/03/2010;Juventus;Siena;3.0;3.0;D
2009-2010;14/03/2010;Lazio;Bari;0.0;2.0;A
2009-2010;14/03/2010;Livorno;Roma;3.0;3.0;D
2009-2010;14/03/2010;Milan;Chievo;1.0;0.0;H
2009-2010;14/03/2010;Parma;Atalanta;1.0;0.0;H
2009-2010;14/03/2010;Udinese;Palermo;3.0;2.0;H
2009-2010;20/03/2010;Fiorentina;Genoa;3.0;0.0;H
2009-2010;20/03/2010;Palermo;Inter;1.0;1.0;D
2009-2010;20/03/2010;Roma;Udinese;4.0;2.0;H
2009-2010;21/03/2010;Sampdoria;Juventus;1.0;0.0;H
2009-2010;21/03/2010;Milan;Napoli;1.0;1.0;D
2009-2010;21/03/2010;Chievo;Catania;1.0;1.0;D
2009-2010;21/03/2010;Cagliari;Lazio;0.0;2.0;A
2009-2010;21/03/2010;Siena;Bologna;1.0;0.0;H
2009-2010;21/03/2010;Atalanta;Livorno;3.0;0.0;H
2009-2010;21/03/2010;Bari;Parma;1.0;1.0;D
2009-2010;24/03/2010;Inter;Livorno;3.0;0.0;H
2009-2010;24/03/2010;Udinese;Chievo;0.0;0.0;D
2009-2010;24/03/2010;Parma;Milan;1.0;0.0;H
2009-2010;24/03/2010;Lazio;Siena;2.0;0.0;H
2009-2010;24/03/2010;Genoa;Palermo;2.0;2.0;D
2009-2010;24/03/2010;Bari;Sampdoria;2.0;1.0;H
2009-2010;24/03/2010;Bologna;Roma;0.0;2.0;A
2009-2010;24/03/2010;Atalanta;Cagliari;3.0;1.0;H
2009-2010;24/03/2010;Catania;Fiorentina;1.0;0.0;H
2009-2010;25/03/2010;Napoli;Juventus;3.0;1.0;H
2009-2010;27/03/2010;Palermo;Bologna;3.0;1.0;H
2009-2010;27/03/2010;Roma;Inter;2.0;1.0;H
2009-2010;28/03/2010;Sampdoria;Cagliari;1.0;1.0;D
2009-2010;28/03/2010;Chievo;Parma;0.0;0.0;D
2009-2010;28/03/2010;Fiorentina;Udinese;4.0;1.0;H
2009-2010;28/03/2010;Juventus;Atalanta;2.0;1.0;H
2009-2010;28/03/2010;Livorno;Bari;1.0;1.0;D
2009-2010;28/03/2010;Milan;Lazio;1.0;1.0;D
2009-2010;28/03/2010;Napoli;Catania;1.0;0.0;H
2009-2010;28/03/2010;Siena;Genoa;0.0;0.0;D
2009-2010;03/04/2010;Parma;Fiorentina;1.0;1.0;D
2009-2010;03/04/2010;Lazio;Napoli;1.0;1.0;D
2009-2010;03/04/2010;Genoa;Livorno;1.0;1.0;D
2009-2010;03/04/2010;Udinese;Juventus;3.0;0.0;H
2009-2010;03/04/2010;Inter;Bologna;3.0;0.0;H
2009-2010;03/04/2010;Chievo;Sampdoria;1.0;2.0;A
2009-2010;03/04/2010;Catania;Palermo;2.0;0.0;H
2009-2010;03/04/2010;Cagliari;Milan;2.0;3.0;A
2009-2010;03/04/2010;Bari;Roma;0.0;1.0;A
2009-2010;03/04/2010;Atalanta;Siena;2.0;0.0;H
2009-2010;10/04/2010;Fiorentina;Inter;2.0;2.0;D
2009-2010;10/04/2010;Napoli;Parma;2.0;3.0;A
2009-2010;11/04/2010;Livorno;Udinese;0.0;2.0;A
2009-2010;11/04/2010;Bologna;Lazio;2.0;3.0;A
2009-2010;11/04/2010;Juventus;Cagliari;1.0;0.0;H
2009-2010;11/04/2010;Milan;Catania;2.0;2.0;D
2009-2010;11/04/2010;Palermo;Chievo;3.0;1.0;H
2009-2010;11/04/2010;Roma;Atalanta;2.0;1.0;H
2009-2010;11/04/2010;Sampdoria;Genoa;1.0;0.0;H
2009-2010;11/04/2010;Siena;Bari;3.0;2.0;H
2009-2010;16/04/2010;Inter;Juventus;2.0;0.0;H
2009-2010;17/04/2010;Chievo;Livorno;2.0;0.0;H
2009-2010;18/04/2010;Sampdoria;Milan;2.0;1.0;H
2009-2010;18/04/2010;Lazio;Roma;1.0;2.0;A
2009-2010;18/04/2010;Udinese;Bologna;1.0;1.0;D
2009-2010;18/04/2010;Parma;Genoa;2.0;3.0;A
2009-2010;18/04/2010;Catania;Siena;2.0;2.0;D
2009-2010;18/04/2010;Bari;Napoli;1.0;2.0;A
2009-2010;18/04/2010;Atalanta;Fiorentina;2.0;1.0;H
2009-2010;18/04/2010;Cagliari;Palermo;2.0;2.0;D
2009-2010;24/04/2010;Inter;Atalanta;3.0;1.0;H
2009-2010;24/04/2010;Palermo;Milan;3.0;1.0;H
2009-2010;25/04/2010;Genoa;Lazio;1.0;2.0;A
2009-2010;25/04/2010;Bologna;Parma;2.0;1.0;H
2009-2010;25/04/2010;Fiorentina;Chievo;0.0;2.0;A
2009-2010;25/04/2010;Juventus;Bari;3.0;0.0;H
2009-2010;25/04/2010;Livorno;Catania;3.0;1.0;H
2009-2010;25/04/2010;Napoli;Cagliari;0.0;0.0;D
2009-2010;25/04/2010;Roma;Sampdoria;1.0;2.0;A
